Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
394469,Suttree,Cormac McCarthy,"McCarthy, Cormac",,"=""0679736328""","=""9780679736325""",0,4.21,Vintage International,Paperback,471,1992,1979,,2024/08/13,to-read,to-read (#244),to-read,,,,0,0
57299136,Invention: A Life,James Dyson,"Dyson, James",,"=""1398500615""","=""9781398500617""",0,3.94,Simon & Schuster Audio UK,Audible Audio,,2021,,,2021/09/18,to-read,to-read (#159),to-read,,,,0,0
1058564,The Lost Daughter,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1933372427""","=""9781933372426""",0,3.73,Europa Editions,Paperback,144,2008,2006,,2022/03/05,to-read,to-read (#178),to-read,,,,0,0
92250,"Millennium Approaches (Angels in America, #1)",Tony Kushner,"Kushner, Tony",,"=""1559360615""","=""9781559360616""",0,4.28,Theatre Communications Group,Paperback,119,1993,1993,2010/01/01,2017/09/06,,,read,,,,1,0
53108625,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",5,3.87,Bloomsbury,Kindle Edition,865,2010,2004,2024/07/31,2024/07/15,,,read,,,,1,0
9862182,Everything is Its Own Reward: An All Over Coffee Collection,Paul Madonna,"Madonna, Paul",,"=""0872865150""","=""9780872865150""",0,4.43,City Lights Publishers,Hardcover,240,2011,2011,,2012/03/07,,,read,,,,1,0
4134,"Toothpaste for Dinner: Hipsters, Hamsters, and Other Pressing Issues",Drew,"Drew, Drew",,"=""""","=""9781581807868""",0,3.85,HOW Books,Paperback,220,2005,2005,,2011/12/28,,,read,,,,1,0
63256933,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""0063327546""","=""9780063327542""",4,3.94,Harper,Kindle Edition,310,2023,2023,2024/07/15,2024/06/24,,,read,,,,1,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.06,Doubleday,Hardcover,306,2016,2016,,2024/07/12,to-read,to-read (#243),to-read,,,,0,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",0,3.89,Riverhead Books,Hardcover,335,2007,2007,,2024/07/12,to-read,to-read (#242),to-read,,,,0,0
41580312,Be Here Now,Ram Dass,"Dass, Ram",,"=""""","=""""",0,4.34,HarperOne,Kindle Edition,116,2010,1971,,2024/07/09,to-read,to-read (#241),to-read,,,,0,0
75569082,North Woods,Daniel       Mason,"Mason, Daniel",,"=""""","=""""",2,4.11,Random House,Kindle Edition,320,2023,2023,2024/05/15,2024/03/21,,,read,"Was never able to get into this book. Some of the storylines had interesting moments, but overall it was a struggle to get through. I'm also coming off the high of reading a couple great books in a row, so maybe this had the unfortunate luck of coming after those.",,,1,0
45697427,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",3,4.13,Ballantine Books,ebook,343,2016,2016,2024/06/24,2024/06/21,,,read,"This book is so simply written that I was able to fly through it in just a few days. I most likely wouldn't have picked it up if I had read what it was about, so would recommend starting there if you can.",,,1,0
49665863,"You Have Arrived at Your Destination (Forward Collection, #4)",Amor Towles,"Towles, Amor",,"=""1542004349""","=""9781542004343""",0,3.48,Amazon Original Stories,Kindle Edition,54,2019,2019,2024/06/22,2024/06/19,,,read,,,,1,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",0,3.89,MCD,Hardcover,456,2022,2022,,2024/06/22,to-read,to-read (#240),to-read,,,,0,0
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",0,3.58,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,,2024/06/20,to-read,to-read (#239),to-read,,,,0,0
176450755,The Other Valley,Scott Alexander Howard,"Howard, Scott Alexander",,"=""1668015471""","=""9781668015476""",0,3.87,Atria Books,Hardcover,290,2024,2024,,2024/06/20,to-read,to-read (#239),to-read,,,,0,0
195474002,Table for Two,Amor Towles,"Towles, Amor",,"=""0593296389""","=""9780593296387""",4,4.20,Viking,Kindle Edition,452,2024,2024,2024/06/19,2024/03/12,,,read,Great collection of short stories with the final story being more of a novella. ,,,1,0
35498621,Turtles All the Way Down,John Green,"Green, John",,"=""0525555358""","=""9780525555353""",3,3.87,Dutton Books for Young Readers,Kindle Edition,299,2017,2017,2024/05/30,2024/05/23,,,read,,,,1,0
34873380,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",2,4.27, Random House LLC,Kindle Edition,401,2014,2014,2024/05/23,2024/02/29,,,read,"The final chapters were quick page turners and I was interested to see how it ended, but not the series for me. <br/><br/>Almost every challenge Darrow faces is immediately solved a couple paragraphs later (Ambushed by a genetically modified bear that was designed to kill him? Just jump over here and the bear falls through a trapdoor to its death.). It started to feel lazy to the point that you never really believe he is in any danger at all. ",,,1,0
158161217,A View from the Stars: Stories and Essays,Cixin Liu,"Liu, Cixin",,"=""1250292115""","=""9781250292117""",0,3.62,Tordotcom,Hardcover,224,2024,2023,,2024/05/05,to-read,to-read (#238),to-read,,,,0,0
10569,On Writing: A Memoir of the Craft,Stephen        King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,,2024/05/03,to-read,to-read (#237),to-read,,,,0,0
62069739,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",4,4.10,New York Review Books,Kindle Edition,193,2022,2020,2024/03/22,2024/03/12,,,read,,,,1,0
13537037,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""0062201891""","=""9780062201898""",5,4.31,Ecco ,Kindle Edition,416,2012,2011,2024/04/20,2024/04/12,,,read,,,,1,0
50164163,Circe,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.22,"Little, Brown and Company",Kindle Edition,433,2018,2018,2024/04/12,2020/04/19,,,read,,,,1,0
49483062,Don't Panic: Douglas Adams & The Hitchhiker's Guide to the Galaxy,Neil Gaiman,"Gaiman, Neil","David K. Dickson, M.J. Simpson, Guy Adams","=""""","=""""",0,4.28,Open Road Media Sci-Fi & Fantasy,Kindle Edition,287,2019,1986,,2024/04/02,to-read,to-read (#236),to-read,,,,0,0
3591262,Cutting for Stone,Abraham   Verghese,"Verghese, Abraham",,"=""0375414495""","=""9780375414497""",0,4.33,Alfred A. Knopf,Hardcover,560,2009,2009,,2024/03/31,to-read,to-read (#235),to-read,,,,0,0
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.25,St. Martin's Press,Hardcover,320,2015,2015,,2024/03/29,"to-read, audiobooks","to-read (#234), audiobooks (#1)",to-read,,,,0,0
57155092,I Love You But I've Chosen Darkness,Claire Vaye Watkins,"Watkins, Claire Vaye",,"=""0593330218""","=""9780593330210""",0,3.14,Riverhead Books,Hardcover,304,2021,2021,,2024/03/29,to-read,to-read (#233),to-read,,,,0,0
208944365,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",2,4.22,Tordotcom,Kindle Edition,151,2024,2021,2024/03/12,2023/08/25,,,read,,,,1,0
75665931,The MANIAC,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.34,Penguin Press,Hardcover,368,2023,2023,,2024/03/12,to-read,to-read (#232),to-read,,,,0,0
85148114,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422961""","=""9780593422960""",4,3.92,Riverhead Books,Kindle Edition,400,2023,2023,2024/02/26,2023/12/23,,,read,,,,1,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.84,Doubleday,Hardcover,498,2019,2019,,2024/02/06,to-read,to-read (#231),to-read,,,,0,0
59016923,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158757""","=""9780802158758""",5,4.11,Grove Press,Kindle Edition,70,2021,2021,2024/02/06,2024/01/04,,,read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.29,Dial Press Trade Paperback,Paperback,448,2005,1982,,2024/02/05,to-read,to-read (#230),to-read,,,,0,0
123251520,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fyodor Dostoyevsky,"=""""","=""""",4,4.28,Tech Tok Ltd,Kindle Edition,298,2023,1866,2024/02/03,2023/11/29,,,read,,,,1,0
59336625,All the Lovers in the Night,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456998""","=""9781609456993""",0,3.68,Europa Editions,Hardcover,224,2022,2011,,2024/01/04,to-read,to-read (#229),to-read,,,,0,0
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Hogarth Press,Hardcover,582,2017,2017,,2024/01/04,to-read,to-read (#228),to-read,,,,0,0
60415700,Now Is Not the Time to Panic,Kevin    Wilson,"Wilson, Kevin",,"=""0062913506""","=""9780062913500""",0,3.68,Ecco,Hardcover,246,2022,2022,,2024/01/04,to-read,to-read (#227),to-read,,,,0,0
59039413,Trust,Hernan Diaz,"Diaz, Hernan",,"=""0593420330""","=""9780593420331""",5,3.80,Riverhead Books,Kindle Edition,415,2022,2022,2023/12/17,2023/05/08,,,read,,,,1,0
134119018,Filterworld: How Algorithms Flattened Culture,Kyle Chayka,"Chayka, Kyle",,"=""""","=""""",0,3.64,Vintage,Kindle Edition,290,2024,2024,,2023/11/29,to-read,to-read (#226),to-read,,,,0,0
35652511,Candide,Voltaire,"Voltaire, Voltaire",,"=""1542098548""","=""9781542098540""",3,3.76,AmazonClassics,Kindle Edition,122,2017,1759,2023/11/28,2023/09/11,,,read,,,,1,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",0,4.04,Oneworld Publications,ebook,259,2023,2023,,2023/11/27,to-read,to-read (#225),to-read,,,,0,0
61986136,The Guest,Emma Cline,"Cline, Emma",,"=""0812998626""","=""9780812998627""",0,3.27,Random House,Hardcover,304,2023,2023,,2023/11/24,to-read,to-read (#224),to-read,,,,0,0
74852010,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""059323992X""","=""9780593239926""",4,4.27,Crown,Kindle Edition,287,2023,2023,2023/11/17,2023/10/21,,,read,,,,1,0
17286670,Scarcity: Why Having Too Little Means So Much,Sendhil Mullainathan,"Mullainathan, Sendhil",Eldar Shafir,"=""0805092641""","=""9780805092646""",0,3.94,Times Books,Hardcover,304,2013,2013,,2023/11/03,to-read,to-read (#223),to-read,,,,0,0
61867769,How Not to Drown in a Glass of Water,Angie Cruz,"Cruz, Angie",,"=""1250208440""","=""9781250208446""",4,3.87,Flatiron Books,Kindle Edition,202,2022,2022,2023/10/27,2023/03/17,,,read,I was skeptical of the format of this book for the first couple chapters and then I slowly became captivated by Cara. I felt like I really got to know her and could hear her voice.,,,1,0
9266856,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Susan Massotty, Eleanor Roosevelt","=""""","=""""",5,4.20,Anchor,Kindle Edition,351,2010,1947,2023/10/16,2022/03/03,,,read,"This book was not what I expected. I expected the entries to mostly be about the war, but was surprised to see how much of it felt like a, for the lack of a better word, normal teenager's diary—from annoyance with parents to general hopes for her future as an adult. <br/><br/>It was inspiring to see the positive attitude she held onto given the circumstances. I'd have crumbled under far easier circumstances. ",,,1,0
45889029,Beowulf: A New Translation,Beowulf Poet,"Poet, Beowulf",Maria Dahvana Headley,"=""0374720150""","=""9780374720155""",3,3.50,MCD x FSG Originals,Kindle Edition,178,2020,1000,2020/11/27,2020/08/27,,,read,,,,1,0
128578648,"Master of Change: How to Excel When Everything Is Changing, Including You; Embracing Life’s Instability with Rugged Flexibility—a Practical Model for Resilience",Brad Stulberg,"Stulberg, Brad",,"=""0063253186""","=""9780063253186""",0,4.02,HarperOne,Kindle Edition,233,2023,,,2023/10/04,to-read,to-read (#222),to-read,,,,0,0
61344353,"Children of Memory (Children of Time, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316466514""","=""9780316466516""",4,4.00,Orbit,Kindle Edition,489,2023,2022,2023/09/27,2023/03/01,,,read,,,,1,0
41742154,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316452548""","=""9780316452540""",4,4.05,Orbit,Kindle Edition,576,2019,2019,2023/09/06,2022/02/06,,,read,,,,1,0
18891732,Why Be Happy When You Could Be Normal?,Jeanette Winterson,"Winterson, Jeanette",,"=""0802194753""","=""9780802194756""",0,4.01,Grove Press,Kindle Edition,164,2018,2011,,2023/09/20,to-read,to-read (#221),to-read,,,,0,0
58181475,Hell of a Book,Jason Mott,"Mott, Jason",,"=""0593330994""","=""9780593330999""",4,4.03,Dutton,Kindle Edition,333,2021,2021,2022/07/31,2022/07/14,,,read,This book felt like a nice fictional wrapper around Between the World and Me. I really enjoyed the narration from a character you can't 100% trust and imagining the reactions from the other people in the scene.,,,1,0
769016,How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber,"Faber, Adele",Elaine Mazlish,"=""0380811960""","=""9780380811960""",2,4.27,Collins Living,Paperback,286,1999,1980,2023/08/08,2022/12/18,,,read,"Perhaps this books was helpful when it was originally published, but I don't think it's aged well. I learned most of these lessons from more contemporary books or parenting Instagram accounts (thanks @biglittlefeelings). A lot of it feels obvious and boils down to treating your kid with respect. It makes me happy that parenting has progressed in a way that makes this book feel unnecessary...potentially because of the impact that books like this had decades ago. So thanks for that. <br/><br/>I would recommend reading this book if you want to read cringy examples of clearly fake dialog that the author suggests actually happened. ",,,1,0
39873472,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1250186455""","=""9781250186454""",3,4.11,Tor Books,Kindle Edition,472,2019,2019,2023/08/06,2023/05/27,,,read,"This felt like a political drama that happened to be in space. That's not necessarily a bad thing, but in this instance I found myself wanting more from the world around the characters. Maybe the subsequent books get into that more, but I'm not sure I'll ever make it to those. <br/><br/>There were definitely enjoyable characters and moments in the book, but overall I was just trying to get through it. ",,,1,0
45695810,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",5,4.32,Penguin Books,ebook,466,2016,2016,2023/04/17,2023/03/17,favorites,favorites (#7),read,One of the most enjoyable books I've read in recent memory. Full of perfectly executed humor and great characters. ,,,1,0
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",0,3.53,Viking,Hardcover,402,2009,2009,,2023/08/02,to-read,to-read (#220),to-read,,,,0,0
18775383,Excellent Sheep: The Miseducation of the American Elite and the Way to a Meaningful Life,William Deresiewicz,"Deresiewicz, William",,"=""1476702713""","=""9781476702711""",0,3.88,Free Press,Hardcover,245,2014,2014,,2016/12/13,to-read,to-read (#51),to-read,,,,0,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,3.64,Scribner,Hardcover,352,2022,2022,,2023/07/26,to-read,to-read (#219),to-read,,,,0,0
24886634,Bream Gives Me Hiccups,Jesse Eisenberg,"Eisenberg, Jesse",,"=""0802124046""","=""9780802124043""",0,3.50,Grove Press,Hardcover,273,2015,,,2015/11/09,to-read,to-read (#18),to-read,,,,0,0
40605829,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.00,Anchor; Reprint edition,Kindle Edition,400,2004,2003,2023/07/16,2023/05/27,,,read,,,,1,0
60457992,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline",Ros Schwartz,"=""1945492627""","=""9781945492624""",4,4.12,Transit Books,Kindle Edition,175,2022,1995,2023/07/01,2023/06/23,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541,2006,2006,,2023/06/30,to-read,to-read (#218),to-read,,,,0,0
39712929,Tenth of December,George Saunders,"Saunders, George",,"=""""","=""""",4,3.98,Random House,Kindle Edition,271,2013,2013,2023/06/25,2023/06/16,,,read,It was fun to read short stories by George Saunders after reading A Swim in a Pond in the Rain by him last year. Some of the stories felt masterful and made me rethink my expectations of the genre. Maybe a short story can be as full and satisfying as a novel. ,,,1,0
59710157,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204177""","=""9780063204171""",2,4.36,Ecco,Kindle Edition,362,2022,2022,2023/06/16,2023/03/03,,,read,"I really wasn't captured by any of the characters in this book. Even the octopus fell short of what I was hoping for (and the octopus was the reason I chose to read the book). Cameron in particular was cartoonishly rude to everyone, especially the people who helped him, while continuing to shout about how smart he is. ",,,1,0
54977800,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""""","=""""",0,3.75,"Little, Brown and Company",Kindle Edition,853,2013,2013,,2023/06/25,to-read,to-read (#217),to-read,,,,0,0
59627738,Good Inside: A Practical Guide to Resilient Parenting Prioritizing Connection Over Correction,Becky   Kennedy,"Kennedy, Becky",,"=""0063159481""","=""9780063159488""",0,4.51,Harper Wave,Hardcover,336,2022,2022,,2023/06/17,to-read,to-read (#216),to-read,,,,0,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.06,Liveright,Paperback,606,2016,2015,,2023/02/14,currently-reading,currently-reading (#1),currently-reading,,,,1,0
57139780,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222371""","=""9780735222373""",4,4.22,Viking,Kindle Edition,576,2021,2021,2023/06/03,2023/04/26,,,read,,,,1,0
36680837,Meditations,Marcus Aurelius,"Aurelius, Marcus",Gregory Hays,"=""""","=""""",5,4.28,Modern Library,Kindle Edition,256,2002,180,2023/06/04,2016/01/21,,,read,"I read Cloud Cuckoo Land earlier this year and it gave me a new appreciation for text that has lasted thousands of years. What an amazing opportunity to see into the mind of a Roman emperor 2000 years ago. If more world leaders (or people in general) had the internal dialog that Marcus has, we would be living in less selfish times. <br/><br/>This is a book that probably warrants revisiting from time to time. There were days when I just wanted to get through a few passages without really reflecting on what he was writing. It probably would have been better to read a single passage and sit with it for a day. ",,,1,0
54102615,Rules of Civility,Amor Towles,"Towles, Amor",,"=""""","=""""",4,4.09,Penguin Books,Kindle Edition,348,2011,2011,2023/05/17,2023/04/26,,,read,,,,1,0
61918539,Soul Boom: Why We Need a Spiritual Revolution,Rainn Wilson,"Wilson, Rainn",,"=""0306828278""","=""9780306828270""",0,3.81,Grand Central Publishing,Hardcover,304,2023,2023,,2023/05/10,to-read,to-read (#215),to-read,,,,0,0
58999177,The Immortal King Rao,Vauhini Vara,"Vara, Vauhini",,"=""0393541754""","=""9780393541755""",0,3.66,W. W. Norton & Company,Hardcover,384,2022,2022,,2023/05/08,to-read,to-read (#214),to-read,,,,0,0
62962424,Choosing to Run: A Memoir,Des Linden,"Linden, Des",,"=""0593186656""","=""9780593186657""",4,4.25,Dutton,Kindle Edition,267,2023,2023,2023/05/03,2023/04/25,,,read,,,,1,0
20935171,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""147140398X""","=""9781471403989""",0,3.65,Hot Key Books,Paperback,225,2014,2014,,2015/05/17,to-read,to-read (#6),to-read,,,,0,0
63037307,"The Longest Race: Inside the Secret World of Abuse, Doping, and Deception on Nike's Elite Running Team",Kara Goucher,"Goucher, Kara",,"=""1982179163""","=""9781982179168""",4,4.45,Gallery Books,Kindle Edition,287,2023,2023,2023/04/25,2023/04/17,,,read,,,,1,0
60317128,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",4,4.47,Harper,ebook,550,2022,2022,2023/03/28,2023/01/14,,,read,,,,1,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.06,Crown Currency,Hardcover,260,2014,2011,,2023/03/17,to-read,to-read (#213),to-read,,,,0,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",0,3.97,Penguin Press,Hardcover,406,2023,2023,,2023/03/17,to-read,to-read (#212),to-read,,,,0,0
57363023,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""""","=""""",4,4.06,Penguin Books,Kindle Edition,433,2013,2013,2023/03/06,2022/01/27,,,read,,,,1,0
54971400,"There Are Places in the World Where Rules Are Less Important Than Kindness: And Other Thoughts on Physics, Philosophy and the World",Carlo Rovelli,"Rovelli, Carlo",,"=""0593192176""","=""9780593192177""",3,4.03,Riverhead Books,Kindle Edition,272,2022,2018,2023/03/02,2023/01/02,,,read,,,,1,0
42771901,How to Do Nothing: Resisting the Attention Economy,Jenny Odell,"Odell, Jenny",,"=""1612197493""","=""9781612197494""",0,3.66,Melville House,Hardcover,232,2019,2019,,2023/03/04,to-read,to-read (#211),to-read,,,,0,0
61358639,Saving Time: Discovering a Life Beyond the Clock,Jenny Odell,"Odell, Jenny",,"=""059324270X""","=""9780593242704""",0,3.60,Random House,Hardcover,400,2023,2023,,2023/03/04,to-read,to-read (#210),to-read,,,,0,0
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""0735224900""","=""9780735224902""",0,4.23,Penguin Press,Kindle Edition,352,2018,2018,,2023/03/03,to-read,to-read (#209),to-read,,,,0,0
58885761,The Catch,Alison Fairbrother,"Fairbrother, Alison",,"=""059313429X""","=""9780593134290""",0,3.40,Random House,Hardcover,279,2022,2022,,2023/02/23,to-read,to-read (#208),to-read,,,,0,0
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Dalai Lama XIV, Arnold Kotler","=""0553351397""","=""9780553351392""",4,4.31,Bantam,Paperback,134,1992,1992,,2022/02/25,,,read,"This was one of the first mindfulness books that I felt slipping into parts of my daily life. I am far from being someone I would describe as a mindful person, but it felt like I got a little closer while reading this.<br/><br/>I may never wash dishes the same way again. ",,,2,0
59576064,All This Could Be Different,Sarah Thankam Mathews,"Mathews, Sarah Thankam",,"=""0593489128""","=""9780593489123""",0,3.82,Viking,Hardcover,320,2022,2022,,2023/01/14,to-read,to-read (#207),to-read,,,,0,0
56786980,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""""","=""""",5,4.25,Scribner,ebook,630,2021,2021,2023/01/10,2022/03/11,favorites,favorites (#9),read,,,,1,0
62677236,Good for a Girl: A Woman Running in a Man's World,Lauren Fleshman,"Fleshman, Lauren",,"=""0593296796""","=""9780593296790""",0,4.46,Penguin Press,Kindle Edition,286,2023,2023,,2023/01/10,to-read,to-read (#206),to-read,,,,0,0
60410002,We All Want Impossible Things,Catherine Newman,"Newman, Catherine",,"=""0063230895""","=""9780063230897""",0,3.98,Harper,Hardcover,224,2022,2022,,2023/01/04,to-read,to-read (#205),to-read,,,,0,0
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky,"Dostoevsky, Fyodor","Andrew R. MacAndrew, Ben Marcus","=""0451529553""","=""9780451529558""",0,4.19,Signet,Mass Market Paperback,233,2004,1864,,2023/01/04,to-read,to-read (#204),to-read,,,,0,0
62919766,How to Care for a Human Girl,Ashley Wurzbacher,"Wurzbacher, Ashley",,"=""1982157224""","=""9781982157227""",0,3.38,Atria Books,Hardcover,352,2023,2023,,2023/01/03,to-read,to-read (#203),to-read,,,,0,0
58916147,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",5,4.12,Knopf ,ebook,418,2022,2022,2022/12/30,2022/12/22,,,read,,,,1,0
60018575,Discipline Is Destiny: The Power of Self-Control,Ryan Holiday,"Holiday, Ryan",,"=""0593191692""","=""9780593191699""",0,4.26,Portfolio,Hardcover,312,2022,2022,,2022/12/29,to-read,to-read (#202),to-read,,,,0,0
60165418,Dinosaurs,Lydia Millet,"Millet, Lydia",,"=""1324021462""","=""9781324021469""",0,3.87,W. W. Norton & Company,Hardcover,230,2022,2022,,2022/12/28,to-read,to-read (#201),to-read,,,,0,0
60581095,Stella Maris (The Passenger #2),Cormac McCarthy,"McCarthy, Cormac",,"=""0593535235""","=""9780593535233""",2,3.84,Knopf,Kindle Edition,190,2022,2022,2022/12/22,2022/10/14,,,read,,,,1,0
10353369,The Whole-Brain Child: Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. Siegel,"Siegel, Daniel J.",Tina Payne Bryson,"=""0553807919""","=""9780553807912""",0,4.27,Delacorte Press,Hardcover,192,2011,2011,,2022/12/18,to-read,to-read (#200),to-read,,,,0,0
6129974,"Simplicity Parenting: Using the Extraordinary Power of Less to Raise Calmer, Happier, and More Secure Kids",Kim John Payne,"Payne, Kim John",Lisa M. Ross,"=""0345507975""","=""9780345507976""",0,4.22,Ballantine Books,Hardcover,256,2009,2009,,2022/12/18,to-read,to-read (#199),to-read,,,,0,0
60581087,The Passenger (The Passenger #1),Cormac McCarthy,"McCarthy, Cormac",,"=""0593535227""","=""9780593535226""",3,3.57,Knopf,Kindle Edition,385,2022,2022,2022/12/06,2022/10/14,,,read,"I was really excited when I heard that there would be 2 new Cormac McCarthy books this year. The Road still stands as one of my favorite books of all time. <br/><br/>However, I was disappointed with this book (though not disappointed enough to skip book #2). I never felt fully engaged with the story or the main character. There were the moments of beautifully simple passages that McCarthy is capable of, but the story as a whole felt a little hollow. I still have hope for book #2 to be great. ",,,1,0
59089704,This Time Tomorrow,Emma Straub,"Straub, Emma",,"=""052553900X""","=""9780525539001""",0,3.80,Riverhead Books,Hardcover,310,2022,2022,,2022/09/23,,,read,,,,1,0
60318890,"The Winners (Beartown, #3)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",4,4.45,Atria Books,Kindle Edition,671,2022,2022,2022/11/08,2022/09/27,,,read,"I'm a big fan of this series and the latest addition does not disappoint. A lot of the same characters dealing with a lot of the same struggles. At times it felt like there were too many storylines, which led to some of them being underdeveloped. I've grown so attached to some of the characters I felt like there were whole worlds within them that could still be explored. Maybe for another book? ",,,1,0
59355202,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300160""","=""""",3,3.87,Orbit,Kindle Edition,577,2021,2020,2022/07/31,2022/02/14,,,read,,,,2,0
33640760,"13 Things Mentally Strong Parents Don't Do: Raising Self-Assured Children and Training Their Brains for a Life of Happiness, Meaning, and Success",Amy Morin,"Morin, Amy",,"=""0062565737""","=""9780062565730""",0,4.17,William Morrow,Hardcover,352,2017,2014,,2022/10/23,to-read,to-read (#198),to-read,,,,0,0
62674734,This Time Tomorrow,Emma Straub,"Straub, Emma",,"=""""","=""""",2,3.80,,Kindle Edition,,2022,2022,2022/10/11,2022/09/23,,,read,,,,1,0
57801678,The Every,Dave Eggers,"Eggers, Dave",,"=""0593320875""","=""9780593320877""",2,3.69,Vintage,Kindle Edition,496,2021,2021,2022/07/01,2022/06/01,,,read,,,,1,0
