Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58438631,Mouth to Mouth,Antoine Wilson,"Wilson, Antoine",,"=""198218180X""","=""9781982181802""",0,3.66,Avid Reader Press / Simon & Schuster,Hardcover,179,2022,2022,,2022/08/22,to-read,to-read (#197),to-read,,,,0,0
55202589,"Letters from a Stoic: An essential, best-loved classic (Collins Classics)",Seneca,"Seneca, Seneca",,"=""000842506X""","=""""",0,4.33,William Collins,Kindle Edition,246,2020,64,2021/07/06,2021/07/06,to-read,to-read (#196),to-read,,,,1,0
41021145,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""""","=""""",0,4.06,Random House,Kindle Edition,304,2018,2001,,2022/08/06,to-read,to-read (#195),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2022/07/26,to-read,to-read (#194),to-read,,,,0,0
59088361,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,"Magness, Steve",,"=""006309861X""","=""9780063098619""",0,3.82,HarperOne,Hardcover,320,2022,2022,,2022/07/24,to-read,to-read (#193),to-read,,,,0,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",0,3.82,Basic Books,Hardcover,335,2022,2022,,2022/07/19,to-read,to-read (#192),to-read,,,,0,0
58596754,Unlikely Animals,Annie  Hartnett,"Hartnett, Annie",,"=""0593160231""","=""9780593160237""",4,4.06,Ballantine Books,Kindle Edition,368,2022,2022,2022/07/14,2022/06/08,,,read,"Ever since I became a parent I've really enjoyed books that focus on familial relationships. This book made me think about what you owe the people in your family. It's often a question that we save until there's a pending deadline. <br/><br/>I also appreciated how this book handled death, not living up to your potential, and addiction with humor. <br/><br/>Oh, and ghosts. Gave me fond memories of the ghosts from Lincoln in the Bardo.",,,1,0
169756,Feed,M.T. Anderson,"Anderson, M.T.",,"=""0763622591""","=""9780763622596""",0,3.55,Candlewick Press,Paperback,308,2004,2002,,2022/07/14,to-read,to-read (#191),to-read,,,,0,0
58587872,I'll Show Myself Out: Essays on Midlife and Motherhood,Jessi Klein,"Klein, Jessi",,"=""0062981595""","=""9780062981592""",0,3.90,Harper,Hardcover,288,2022,2022,,2022/06/23,to-read,to-read (#190),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.22,Crown,Hardcover,357,2022,2022,,2022/06/10,to-read,to-read (#189),to-read,,,,0,0
5496844,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""""","=""""",5,3.93, Vintage,Kindle Edition,242,2007,2005,2022/06/01,2022/05/20,,,read,A vivid and personal exploration of grief. It's hard not to read this book and wonder how you would respond if you found yourself in a similar situation.,,,1,0
29965800,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",2,3.87,HarperOne,ebook,229,2016,2016,2022/05/19,2022/03/04,,,read,,,,1,0
37901642,"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life",Brad Stulberg,"Stulberg, Brad",Steve Magness,"=""1635653436""","=""9781635653434""",0,4.02,Rodale Books,Hardcover,192,2019,2019,,2022/05/16,to-read,to-read (#188),to-read,,,,0,0
23754479,Purity,Jonathan Franzen,"Franzen, Jonathan",,"=""0374239215""","=""9780374239213""",0,3.64,"Farrar, Straus and Giroux",Hardcover,563,2015,2015,,2022/05/15,to-read,to-read (#187),to-read,,,,0,0
42265866,Broken People,Sam Lansky,"Lansky, Sam",,"=""1335013938""","=""9781335013934""",0,3.54,Hanover Square Press,Hardcover,304,2020,2020,,2022/05/15,to-read,to-read (#186),to-read,,,,0,0
58709514,"Nasty, Brutish, and Short: Adventures in Philosophy with My Kids",Scott Hershovitz,"Hershovitz, Scott",,"=""""","=""9781984881816""",0,4.21,Penguin Publishing Group,Hardcover,384,2022,2022,,2022/05/12,to-read,to-read (#185),to-read,,,,0,0
659388,Nobody's Fool (Sully #1),Richard Russo,"Russo, Richard",,"=""0679753338""","=""9780679753339""",0,4.11,Vintage,Paperback,549,1994,1993,,2022/05/09,to-read,to-read (#184),to-read,,,,0,0
58601245,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""""","=""""",3,4.05,Knopf,ebook,226,2022,2022,2022/05/08,2022/04/23,,,read,,,,1,0
59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""1787634116""","=""9781787634114""",0,4.31,Bantam Press,Paperback,416,2022,,,2022/05/03,to-read,to-read (#183),to-read,,,,0,0
26046333,Designing Your Life: Build a Life that Works for You,Bill Burnett,"Burnett, Bill",Dave Evans,"=""1784740241""","=""9781784740245""",0,3.90,Chatto & Windus,Paperback,240,2013,2016,,2022/05/03,to-read,to-read (#182),to-read,,,,0,0
43854293,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",0,4.00,"Little, Brown and Company",Kindle Edition,401,2019,2019,,2022/04/29,to-read,to-read (#181),to-read,,,,0,0
53400015,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""""","=""""",2,4.21,,Kindle Edition,178,,1966,2022/04/28,2022/02/25,,,read,,,,1,0
34845395,I Know Why the Caged Bird Sings,Maya Angelou,"Angelou, Maya",,"=""""","=""""",4,4.30,Random House,Kindle Edition,317,2009,1969,2022/04/15,2022/03/14,,,read,,,,1,0
54814834,Under a White Sky: The Nature of the Future,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0593136276""","=""9780593136270""",0,4.10,Crown,Hardcover,234,2021,2021,,2022/04/11,to-read,to-read (#180),to-read,,,,0,0
78428,Your Money or Your Life,Joe Dominguez,"Dominguez, Joe",Vicki Robin,"=""0140286780""","=""9780140286786""",0,3.99,Penguin Books,Paperback,400,1999,1992,,2022/04/05,to-read,to-read (#179),to-read,,,,0,0
6588742,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",3,4.15,The Dial Press,Kindle Edition,338,2007,1959,2022/03/24,2022/03/03,,,read,,,,1,0
59027374,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159332""","=""9781982159337""",4,4.14,Simon & Schuster,Kindle Edition,304,2022,2022,2022/03/03,2022/01/22,,,read,,,,1,0
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",0,4.16,Vintage,Paperback,236,1999,,,2022/02/25,to-read,to-read (#177),to-read,,,,0,0
17087629,"50 Philosophy Classics: Thinking, Being, Acting, Seeing, Profound Insights and Powerful Thinking from Fifty Key Books",Tom Butler-Bowdon,"Butler-Bowdon, Tom",,"=""1857885961""","=""9781857885965""",0,4.09,Nicholas Brealey Publishing,Paperback,325,2013,2013,,2022/02/25,to-read,to-read (#176),to-read,,,,0,0
57637452,Once Upon a Time We Ate Animals: The Future of Food,Roanne van Voorst,"Voorst, Roanne van",Scott Emblen-Jarrett,"=""0063005883""","=""9780063005884""",0,3.75,HarperOne,Hardcover,288,2021,2019,,2022/02/14,to-read,to-read (#175),to-read,,,,0,0
29467305,Tranny: Confessions of Punk Rock's Most Infamous Anarchist Sellout,Laura Jane Grace,"Grace, Laura Jane",Dan Ozzi,"=""0316387959""","=""9780316387958""",0,4.32,Grand Central Publishing,Hardcover,306,2016,2015,,2022/02/07,to-read,to-read (#174),to-read,,,,0,0
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",0,3.99,Tim Duggan Books,Hardcover,310,2019,2019,,2022/02/07,to-read,to-read (#173),to-read,,,,0,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",0,4.13,Riverhead Books,Hardcover,224,2018,2017,,2022/02/07,to-read,to-read (#172),to-read,,,,0,0
40514364,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316452491""","=""""",5,4.30,Orbit,Kindle Edition,588,2018,2015,2022/02/06,2021/07/20,favorites,favorites (#10),read,,,,1,0
57004637,The Book of Form and Emptiness,Ruth Ozeki,"Ozeki, Ruth",,"=""0399563644""","=""9780399563645""",0,4.01,Viking,Hardcover,548,2021,2021,,2022/01/25,to-read,to-read (#171),to-read,,,,0,0
48595550,The Death of Vivek Oji,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0525541608""","=""9780525541608""",0,4.12,Riverhead Books,Hardcover,248,2020,2020,,2022/01/25,to-read,to-read (#170),to-read,,,,0,0
57621073,Bewilderment,Richard Powers,"Powers, Richard",,"=""0393881156""","=""9780393881158""",4,3.91,W. W. Norton & Company,Kindle Edition,288,2021,2021,2022/01/23,2021/12/29,,,read,,,,1,0
55742688,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374715246""","=""9780374715243""",2,4.18,"Farrar, Straus and Giroux",Kindle Edition,290,2021,2021,2022/01/14,2021/12/28,,,read,,,,1,0
29555865,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407813""","=""9780062407818""",0,4.35,Harper Business,Kindle Edition,285,2016,2016,,2017/11/06,to-read,to-read (#169),to-read,,,,0,0
42776244,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219575""","=""9780735219571""",0,4.20,Portfolio,Kindle Edition,334,2019,2019,,2019/05/23,to-read,to-read (#168),to-read,,,,0,0
56293870,The Practice of Groundedness: A Transformative Path to Success That Feeds—Not Crushes—Your Soul,Brad Stulberg,"Stulberg, Brad",,"=""0593329899""","=""9780593329894""",0,4.12,Portfolio,Hardcover,288,2021,2021,,2022/01/03,to-read,to-read (#167),to-read,,,,0,0
49148828,A Registry of My Passage upon the Earth: Stories,Daniel       Mason,"Mason, Daniel",,"=""0316477613""","=""9780316477611""",4,3.72,"Little, Brown and Company",Kindle Edition,226,2020,2020,2021/12/31,2021/12/23,,,read,,,,1,0
23275206,No Bad Kids: Toddler Discipline Without Shame,Janet Lansbury,"Lansbury, Janet",,"=""1499351119""","=""9781499351118""",0,4.26,JLML Press,Paperback,162,2014,2014,,2021/12/29,to-read,to-read (#166),to-read,,,,0,0
23418947,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.62,Spiegel & Grau,ebook,352,2014,2014,2021/12/23,2021/11/23,,,read,,,,1,0
36075657,The Overstory,Richard Powers,"Powers, Richard",,"=""0393635538""","=""9780393635539""",4,4.11,W. W. Norton & Company,Kindle Edition,513,2018,2018,2021/12/03,2020/04/27,,,read,,,,1,0
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""1586487981""","=""9781586487980""",0,4.27,PublicAffairs,Hardcover,320,2011,2011,,2021/11/23,to-read,to-read (#165),to-read,,,,0,0
21981720,Caught: The Prison State and the Lockdown of American Politics,Marie Gottschalk,"Gottschalk, Marie",,"=""0691164053""","=""9780691164052""",0,4.02,Princeton University Press,Hardcover,496,2014,2014,,2021/11/23,to-read,to-read (#164),to-read,,,,0,0
10858177,The Collapse of American Criminal Justice,William J. Stuntz,"Stuntz, William J.",,"=""0674051750""","=""9780674051751""",0,4.14,Belknap Press: An Imprint of Harvard University Press,Hardcover,432,2011,2011,,2021/11/23,to-read,to-read (#163),to-read,,,,0,0
29502356,Locked In: The True Causes of Mass Incarceration and How to Achieve Real Reform,John F. Pfaff,"Pfaff, John F.",,"=""0465096913""","=""9780465096916""",0,4.05,Basic Books,Hardcover,311,2017,2017,,2021/11/23,to-read,to-read (#162),to-read,,,,0,0
151717,Crossing the Unknown Sea: Work as a Pilgrimage of Identity,David Whyte,"Whyte, David",,"=""1573229148""","=""9781573229142""",0,4.26,Riverhead Books,Paperback,272,2002,2001,,2021/10/05,to-read,to-read (#161),to-read,,,,0,0
58831139,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,4.17,Spectra,Kindle Edition,255,2004,1951,2021/10/03,2021/01/21,,,read,,,,1,0
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",0,3.80,Saga Press,Hardcover,640,2015,2015,,2021/09/25,to-read,to-read (#160),to-read,,,,0,0
55577549,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""""","=""""",4,4.24,Knopf,Kindle Edition,243,2021,2021,2021/09/20,2021/08/04,,,read,,,,1,0
10808486,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",2,3.97," Farrar, Straus and Giroux",Kindle Edition,228,2010,1962,2021/09/04,2021/08/28,,,read,,,,1,0
228560,Sophie’s Choice,William Styron,"Styron, William",,"=""0679736379""","=""9780679736370""",0,4.17,Vintage Books,Paperback,562,1992,1979,,2021/09/04,to-read,to-read (#158),to-read,,,,0,0
43364981,This Is How It Always Is,Laurie Frankel,"Frankel, Laurie",,"=""""","=""""",5,4.28,Flatiron Books,Kindle Edition,338,2018,2017,2021/08/28,2021/07/12,,,read,,,,1,0
8129768,This is Where I Leave You,Jonathan Tropper,"Tropper, Jonathan",,"=""1101108983""","=""9781101108987""",2,3.88,Dutton,Kindle Edition,404,2009,2003,2021/08/07,2019/09/05,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,,2021/08/04,to-read,to-read (#157),to-read,,,,0,0
37424706,The Art of Gathering: How We Meet and Why It Matters,Priya Parker,"Parker, Priya",,"=""1594634920""","=""9781594634925""",0,3.95,Riverhead Books,Hardcover,304,2018,2018,,2021/06/29,to-read,to-read (#156),to-read,,,,0,0
34951569,The Autobiography of Gucci Mane,Gucci Mane,"Mane, Gucci",Neil Martinez-Belkin,"=""""","=""""",2,4.09,Simon & Schuster,Kindle Edition,330,2017,2017,2021/05/24,2020/10/20,,,read,,,,1,0
56263702,The Charmed Wife,Olga Grushin,"Grushin, Olga",,"=""0593085515""","=""9780593085516""",3,3.18,G.P. Putnam's Sons,Kindle Edition,287,2021,2021,2021/05/17,2021/04/22,,,read,,,,1,0
13152287,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,Pamela Druckerman,"Druckerman, Pamela",Abby Craden,"=""0449010880""","=""9780449010884""",4,4.02,Random House Audio,Audiobook,10,2012,2012,2021/05/15,2021/05/15,,,read,,,,1,0
40727626,Free Food for Millionaires,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,3.85,Grand Central Publishing,Kindle Edition,577,2007,2007,,2021/05/06,to-read,to-read (#155),to-read,,,,0,0
49980599,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",Anna Quindlen,"=""""","=""""",4,4.30,HarperCollins,Kindle Edition,528,2009,1943,2021/04/22,2015/03/20,,,read,,,,1,0
40121328,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",Emily Oster,"Oster, Emily",,"=""0525559256""","=""9780525559252""",4,4.13,Penguin Press,Hardcover,352,2019,2019,2021/04/08,2021/04/10,,,read,,,,1,0
17978811,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.82,Scribner,Kindle Edition,324,2012,1929,2021/03/08,2020/05/02,,,read,,,,1,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,,2021/02/22,to-read,to-read (#154),to-read,,,,0,0
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,"=""0307886255""","=""9780307886255""",0,4.13,Crown Business,Unknown Binding,320,2011,2011,,2021/02/19,to-read,to-read (#153),to-read,,,,0,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",0,3.91,Penguin Books,Paperback,152,2006,1962,,2021/02/19,to-read,to-read (#152),to-read,,,,0,0
55298364,A Children's Bible,Lydia Millet,"Millet, Lydia",,"=""0393867382""","=""9780393867381""",0,3.71,W. W. Norton & Company,Paperback,224,2021,2020,,2021/02/15,to-read,to-read (#151),to-read,,,,0,0
48902303,Memorial,Bryan Washington,"Washington, Bryan",,"=""""","=""""",0,3.56,Riverhead Books,Hardcover,320,2020,2020,,2021/02/15,to-read,to-read (#150),to-read,,,,0,0
24469230,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1501115081""","=""9781501115080""",3,4.07,Atria Books,Kindle Edition,384,2015,2013,2021/02/14,2020/12/28,,,read,,,,1,0
743936,Of Wolves and Men,Barry Lopez,"Lopez, Barry",John Baugess,"=""0684163225""","=""9780684163222""",0,4.19,Charles Scribner's Sons,Paperback,320,2004,1978,,2021/02/06,to-read,to-read (#149),to-read,,,,0,0
40549668,Pleasure Activism: The Politics of Feeling Good,Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849353263""","=""9781849353267""",0,4.23,AK Press,Paperback,441,2019,2019,,2021/02/03,to-read,to-read (#148),to-read,,,,0,0
49814228,"The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win",Maria Konnikova,"Konnikova, Maria",,"=""052552262X""","=""9780525522621""",0,4.07,Penguin Press,Hardcover,368,2020,2020,,2021/02/01,to-read,to-read (#147),to-read,,,,0,0
37755109,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""""","=""""",5,4.37,Atria Books,ebook,434,2018,2017,2021/01/21,2020/12/28,,,read,,,,1,0
31675787,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",,"=""""","=""""",5,4.29, Atria Books,ebook,432,2017,2016,2021/01/06,2020/12/28,,,read,,,,1,0
44525559,This Could Be Our Future: A Manifesto for a More Generous World,Yancey Strickler,"Strickler, Yancey",,"=""0525560823""","=""9780525560821""",0,4.05,Viking,Hardcover,304,2019,,,2020/12/30,to-read,to-read (#146),to-read,,,,0,0
49534036,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1501160850""","=""9781501160851""",4,4.17,Atria Books,Kindle Edition,346,2020,2019,2020/12/28,2020/12/13,,,read,,,,1,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",0,3.87,Crown,Hardcover,259,2016,2016,,2020/12/16,to-read,to-read (#145),to-read,,,,0,0
39964496,Just Giving: Why Philanthropy Is Failing Democracy and How It Can Do Better,Rob  Reich,"Reich, Rob",,"=""069118349X""","=""9780691183497""",0,3.72,Princeton University Press,Hardcover,256,2018,,,2020/12/16,to-read,to-read (#144),to-read,,,,0,0
46136224,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""0374719764""","=""9780374719760""",3,3.64,MCD,Kindle Edition,290,2020,2020,2020/12/12,2020/04/22,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2020/12/13,to-read,to-read (#143),to-read,,,,0,0
52756428,The Socrates Express: In Search of Life Lessons from Dead Philosophers,Eric    Weiner,"Weiner, Eric",,"=""1501129015""","=""9781501129018""",0,4.14,Avid Reader Press / Simon  Schuster,Hardcover,352,2020,2020,,2020/12/07,to-read,to-read (#142),to-read,,,,0,0
43726561,Felon: Poems,Reginald Dwayne Betts,"Betts, Reginald Dwayne",,"=""0393652149""","=""9780393652147""",0,4.32,W. W. Norton & Company,Hardcover,95,2019,2019,,2020/11/22,to-read,to-read (#141),to-read,,,,0,0
43212929,Everywhere You Don't Belong,Gabriel Bump,"Bump, Gabriel",,"=""1616208791""","=""9781616208790""",0,3.68,Algonquin Books,Hardcover,264,2020,2020,,2020/11/22,to-read,to-read (#140),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,,2020/11/21,to-read,to-read (#139),to-read,,,,0,0
7797909,Olive Kitteridge,Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",3,3.86,Random House,Kindle Edition,280,2008,2008,2020/11/21,2020/03/21,,,read,,,,1,0
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.10,Knopf,Hardcover,264,2020,2020,,2020/11/19,to-read,to-read (#138),to-read,,,,0,0
36505403,Boy's Life,Robert McCammon,"McCammon, Robert",,"=""""","=""""",0,4.41,Open Road Media,Kindle Edition,627,2011,1991,,2020/11/13,to-read,to-read (#137),to-read,,,,0,0
40922689,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.81,Hogarth,ebook,268,2019,2018,2020/10/31,2020/02/06,,,read,,,,1,0
49247266,To Hold Up the Sky,Liu Cixin,"Cixin, Liu",,"=""1250306086""","=""9781250306081""",0,3.82,Tordotcom,Hardcover,336,2020,2020,,2020/10/23,to-read,to-read (#136),to-read,,,,0,0
35674032,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin",,"=""""","=""""",3,4.18,Dey Street Books,Kindle Edition,240,2015,2015,2020/10/22,2020/10/06,,,read,,,,1,0
43565381,We Are the Weather: Saving the Planet Begins at Breakfast,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0374280002""","=""9780374280000""",0,3.69,"Farrar, Straus and Giroux",Hardcover,288,2019,2019,,2020/10/16,to-read,to-read (#135),to-read,,,,0,0
48929864,Win at All Costs: Inside Nike Running and Its Culture of Deception,Matt   Hart,"Hart, Matt",,"=""0062917773""","=""9780062917775""",0,4.11,Dey Street Books,Hardcover,432,2020,,,2020/10/12,to-read,to-read (#134),to-read,,,,0,0
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""0330419129""","=""9780330419123""",0,4.01,Pan MacMillan,Paperback,432,2004,2003,,2020/10/07,to-read,to-read (#133),to-read,,,,0,0
36247169,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,ebook,336,2018,2018,2020/10/07,2020/07/28,,,read,,,,1,0
44019692,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642318""","=""9781451642315""",4,3.71,Avid Reader Press / Simon & Schuster,Kindle Edition,333,2019,2019,2020/09/23,2020/09/10,,,read,,,,1,0
49788058,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""""","=""""",4,4.23,Penguin Books,Kindle Edition,331,2018,2017,2020/09/09,2020/08/12,,,read,,,,1,0
345155,The Basics of Process Mapping,Robert Damelio,"Damelio, Robert",,"=""0527763160""","=""9780527763169""",2,3.55,Productivity Press,Paperback,80,1996,1996,,2011/12/28,,,read,,,,1,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""052554190X""","=""9780525541905""",0,3.77,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2020/09/09,to-read,to-read (#132),to-read,,,,0,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",0,4.15,New World Library,Paperback,229,2004,1997,,2020/08/24,to-read,to-read (#131),to-read,,,,0,0
36458393,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",Michael Eric Dyson,"=""0807047422""","=""9780807047422""",4,4.16,Beacon Press,Kindle Edition,186,2018,2018,2020/08/23,2020/07/19,,,read,,,,1,0
54102531,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4,4.25,Anchor ,Kindle Edition,210,2019,2019,2020/08/19,2020/03/23,,,read,,,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.12,Riverhead Books,Hardcover,343,2020,2020,,2020/08/16,to-read,to-read (#130),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.36,One World,Hardcover,305,2019,2019,,2020/07/19,to-read,to-read (#129),to-read,,,,0,0
52557132,"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,"=""""","=""""",4,4.14,Simon & Schuster,Kindle Edition,240,2020,2020,2020/07/19,2020/04/11,,,read,,,,1,0
45322355,Running with Sherman: How a Rescue Donkey Inspired a Rag-tag Gang of Runners to Enter the Craziest Race in America,Christopher McDougall,"McDougall, Christopher",,"=""1524732370""","=""9781524732370""",4,4.24,Anchor,Kindle Edition,347,2019,2019,2020/07/04,2020/05/25,,,read,,,,1,0
44088751,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,"=""038554572X""","=""9780385545723""",0,3.35,Doubleday,Hardcover,208,2020,2020,,2020/06/10,to-read,to-read (#128),to-read,,,,0,0
156775,Quarantine,Greg Egan,"Egan, Greg",,"=""0061054232""","=""9780061054235""",0,3.91,HarperPrism,Paperback,280,1995,1992,,2020/05/28,to-read,to-read (#127),to-read,,,,0,0
44778085,Red at the Bone,Jacqueline Woodson,"Woodson, Jacqueline",,"=""0525535292""","=""9780525535294""",3,3.96,Riverhead Books,Kindle Edition,127,2019,2019,2020/05/28,2020/05/16,,,read,,,,1,0
6305677,Housekeeping,Marilynne Robinson,"Robinson, Marilynne",,"=""""","=""""",4,3.81,"Farrar, Straus and Giroux",Kindle Edition,349,2010,1980,2020/05/16,2020/04/28,,,read,,,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.99,Scribner,Paperback,471,1995,1940,,2020/05/02,to-read,to-read (#126),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",5,3.81,Scribner,Hardcover,96,1996,1952,2020/05/01,2020/04/28,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",3,4.42,Ballantine Books,Hardcover,384,2014,2011,2015/03/12,2015/03/12,,,read,,,,1,0
25851562,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0062444476""","=""9780062444479""",4,4.05,HarperCollins,Kindle Edition,130,2015,1963,2020/04/28,2020/02/02,,,read,,,,1,0
36203391,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1787330419""","=""9781787330412""",0,3.60,jonathan cape uk,Paperback,289,2018,2018,,2020/04/22,to-read,to-read (#125),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.70,Pantheon,Hardcover,274,2019,1994,,2020/04/22,to-read,to-read (#124),to-read,,,,0,0
